V2,V3,V4,V5,V6,,
武汉市,2014/3/30,118,轻度污染,PM2.5,,
宜昌市,2014/3/30,133,轻度污染,PM2.5,,
荆州市,2014/3/30,124,轻度污染,PM2.5,,
长沙市,2014/3/30,89,良,PM2.5,,
株洲市,2014/3/30,93,良,PM2.5,,
湘潭市,2014/3/30,92,良,PM2.5,,
岳阳市,2014/3/30,107,轻度污染,PM10,,
常德市,2014/3/30,93,良,PM10,,
张家界市,2014/3/30,77,良,PM10,,
广州市,2014/3/30,70,良,NO2,,
韶关市,2014/3/30,60,良,PM2.5,,
深圳市,2014/3/30,49,优,,,
珠海市,2014/3/30,40,优,,,
汕头市,2014/3/30,77,良,PM2.5,,
佛山市,2014/3/30,78,良,NO2,,
江门市,2014/3/30,54,良,PM10,,
湛江市,2014/3/30,35,优,,,
茂名市,2014/3/30,32,优,,,
肇庆市,2014/3/30,80,良,NO2,,
惠州市,2014/3/30,47,优,,,
梅州市,2014/3/30,52,良,PM10,,
汕尾市,2014/3/30,51,良,O3,,
河源市,2014/3/30,43,优,,,
阳江市,2014/3/30,29,优,,,
清远市,2014/3/30,48,优,,,
东莞市,2014/3/30,53,良,NO2,,
中山市,2014/3/30,40,优,,,
潮州市,2014/3/30,74,良,PM2.5,,
揭阳市,2014/3/30,93,良,PM2.5,,
云浮市,2014/3/30,116,轻度污染,O3,,
南宁市,2014/3/30,69,良,PM10,,
柳州市,2014/3/30,51,良,PM10,,
桂林市,2014/3/30,53,良,PM2.5,,
北海市,2014/3/30,39,优,,,
海口市,2014/3/30,41,优,,,
三亚市,2014/3/30,20,优,,,
重庆市,2014/3/30,41,优,,,
成都市,2014/3/30,95,良,PM2.5,,
自贡市,2014/3/30,74,良,PM2.5,,
攀枝花市,2014/3/30,85,良,PM10,,
泸州市,2014/3/30,94,良,PM2.5,,
德阳市,2014/3/30,77,良,PM2.5,,
绵阳市,2014/3/30,58,良,PM10,,
南充市,2014/3/30,93,良,PM2.5,,
宜宾市,2014/3/30,102,轻度污染,PM2.5,,
贵阳市,2014/3/30,62,良,PM2.5,,
遵义市,2014/3/30,61,良,PM10,,
昆明市,2014/3/30,80,良,PM10,,
曲靖市,2014/3/30,75,良,PM10,,
玉溪市,2014/3/30,79,良,PM2.5,,
拉萨市,2014/3/30,58,良,PM10,,
西安市,2014/3/30,120,轻度污染,PM10,,
铜川市,2014/3/30,99,良,PM2.5,,
宝鸡市,2014/3/30,83,良,PM10,,
咸阳市,2014/3/30,82,良,PM10,PM2.5,
渭南市,2014/3/30,113,轻度污染,PM2.5,,
延安市,2014/3/30,80,良,PM10,,
兰州市,2014/3/30,70,良,PM10,,
嘉峪关市,2014/3/30,89,良,PM10,,
金昌市,2014/3/30,63,良,PM10,,
西宁市,2014/3/30,78,良,PM2.5,,
银川市,2014/3/30,83,良,PM10,,
石嘴山市,2014/3/30,76,良,SO2,PM10,
乌鲁木齐市,2014/3/30,85,良,PM10,,
克拉玛依市,2014/3/30,52,良,PM10,,
库尔勒市,2014/3/30,153,中度污染,PM10,,
北京市,2014/3/29,63,良,PM10,,
天津市,2014/3/29,172,中度污染,PM2.5,,
石家庄市,2014/3/29,176,中度污染,PM2.5,,
唐山市,2014/3/29,175,中度污染,PM2.5,,
秦皇岛市,2014/3/29,100,良,PM2.5,,
邯郸市,2014/3/29,193,中度污染,PM2.5,,
邢台市,2014/3/29,182,中度污染,PM2.5,,
保定市,2014/3/29,211,重度污染,PM2.5,,
承德市,2014/3/29,54,良,PM10,,
沧州市,2014/3/29,148,轻度污染,PM2.5,,
廊坊市,2014/3/29,142,轻度污染,PM2.5,,
衡水市,2014/3/29,217,重度污染,PM2.5,,
张家口市,2014/3/29,51,良,SO2,,
太原市,2014/3/29,91,良,PM10,,
大同市,2014/3/29,69,良,PM10,,
阳泉市,2014/3/29,96,良,PM10,,
长治市,2014/3/29,84,良,PM10,,
临汾市,2014/3/29,72,良,PM10,,
呼和浩特市,2014/3/29,125,轻度污染,PM10,,
包头市,2014/3/29,132,轻度污染,PM10,,
赤峰市,2014/3/29,55,良,PM10,,
鄂尔多斯市,2014/3/29,65,良,PM10,,
沈阳市,2014/3/29,120,轻度污染,PM2.5,,
大连市,2014/3/29,103,轻度污染,PM2.5,,
鞍山市,2014/3/29,168,中度污染,PM2.5,,
抚顺市,2014/3/29,68,良,PM2.5,,
本溪市,2014/3/29,92,良,PM2.5,,
丹东市,2014/3/29,54,良,O3,,
锦州市,2014/3/29,63,良,PM2.5,,
营口市,2014/3/29,90,良,PM2.5,,
盘锦市,2014/3/29,69,良,PM2.5,,
葫芦岛市,2014/3/29,63,良,PM10,,
长春市,2014/3/29,73,良,PM2.5,,
吉林市,2014/3/29,64,良,PM2.5,,
哈尔滨市,2014/3/29,74,良,NO2,,
齐齐哈尔市,2014/3/29,69,良,NO2,,
大庆市,2014/3/29,58,良,O3,,
牡丹江市,2014/3/29,57,良,PM2.5,,
上海市,2014/3/29,92,良,PM2.5,,
南京市,2014/3/29,159,中度污染,PM2.5,,
无锡市,2014/3/29,142,轻度污染,PM2.5,,
徐州市,2014/3/29,205,重度污染,PM2.5,,
常州市,2014/3/29,144,轻度污染,PM2.5,,
苏州市,2014/3/29,130,轻度污染,PM2.5,,
南通市,2014/3/29,108,轻度污染,PM2.5,,
连云港市,2014/3/29,173,中度污染,PM2.5,,
淮安市,2014/3/29,153,中度污染,PM2.5,,
盐城市,2014/3/29,100,良,PM2.5,,
扬州市,2014/3/29,132,轻度污染,PM2.5,,
镇江市,2014/3/29,189,中度污染,PM2.5,,
泰州市,2014/3/29,140,轻度污染,PM2.5,,
宿迁市,2014/3/29,186,中度污染,PM2.5,,
杭州市,2014/3/29,63,良,NO2,,
宁波市,2014/3/29,65,良,NO2,PM2.5,
温州市,2014/3/29,99,良,NO2,,
嘉兴市,2014/3/29,88,良,PM2.5,,
湖州市,2014/3/29,85,良,NO2,,
金华市,2014/3/29,50,优,,,
衢州市,2014/3/29,46,优,,,
舟山市,2014/3/29,40,优,,,
台州市,2014/3/29,72,良,PM2.5,,
丽水市,2014/3/29,54,良,NO2,,
绍兴市,2014/3/29,79,良,NO2,,
合肥市,2014/3/29,166,中度污染,PM2.5,,
芜湖市,2014/3/29,93,良,PM2.5,,
马鞍山市,2014/3/29,114,轻度污染,PM2.5,,
福州市,2014/3/29,77,良,NO2,,
厦门市,2014/3/29,82,良,NO2,,
泉州市,2014/3/29,80,良,PM10,,
南昌市,2014/3/29,46,优,,,
九江市,2014/3/29,68,良,PM10,,
济南市,2014/3/29,216,重度污染,PM2.5,,
青岛市,2014/3/29,88,良,PM2.5,,
淄博市,2014/3/29,153,中度污染,PM2.5,,
枣庄市,2014/3/29,213,重度污染,PM2.5,,
东营市,2014/3/29,87,良,PM2.5,,
烟台市,2014/3/29,68,良,PM2.5,,
潍坊市,2014/3/29,88,良,PM2.5,,
济宁市,2014/3/29,195,中度污染,PM2.5,,
泰安市,2014/3/29,180,中度污染,PM2.5,,
威海市,2014/3/29,68,良,O3,,
日照市,2014/3/29,97,良,PM2.5,,
莱芜市,2014/3/29,203,重度污染,PM2.5,,
临沂市,2014/3/29,158,中度污染,PM2.5,,
德州市,2014/3/29,201,重度污染,PM2.5,,
聊城市,2014/3/29,271,重度污染,PM2.5,,
滨州市,2014/3/29,127,轻度污染,PM2.5,,
菏泽市,2014/3/29,206,重度污染,PM2.5,,
郑州市,2014/3/29,175,中度污染,PM2.5,,
开封市,2014/3/29,176,中度污染,PM2.5,,
洛阳市,2014/3/29,126,轻度污染,PM10,,
平顶山市,2014/3/29,147,轻度污染,PM10,,
安阳市,2014/3/29,172,中度污染,PM2.5,,
焦作市,2014/3/29,132,轻度污染,PM2.5,,
三门峡市,2014/3/29,216,重度污染,PM10,,
武汉市,2014/3/29,128,轻度污染,PM10,,
宜昌市,2014/3/29,102,轻度污染,PM10,,
荆州市,2014/3/29,94,良,PM10,,
长沙市,2014/3/29,71,良,PM10,,
株洲市,2014/3/29,64,良,PM10,,
湘潭市,2014/3/29,90,良,O3,,
岳阳市,2014/3/29,500,严重污染,PM10,,
常德市,2014/3/29,74,良,PM10,,
张家界市,2014/3/29,66,良,PM10,,
广州市,2014/3/29,77,良,NO2,,
韶关市,2014/3/29,69,良,PM2.5,,
深圳市,2014/3/29,64,良,NO2,,
珠海市,2014/3/29,48,优,,,
汕头市,2014/3/29,64,良,PM10,,
佛山市,2014/3/29,72,良,NO2,,
江门市,2014/3/29,55,良,PM10,PM2.5,
湛江市,2014/3/29,25,优,,,
茂名市,2014/3/29,31,优,,,
肇庆市,2014/3/29,60,良,PM10,PM2.5,
惠州市,2014/3/29,52,良,NO2,,
梅州市,2014/3/29,55,良,PM10,,
汕尾市,2014/3/29,32,优,,,
河源市,2014/3/29,49,优,,,
阳江市,2014/3/29,25,优,,,
清远市,2014/3/29,77,良,PM2.5,,
东莞市,2014/3/29,83,良,NO2,,
中山市,2014/3/29,52,良,PM2.5,,
潮州市,2014/3/29,89,良,PM2.5,,
揭阳市,2014/3/29,70,良,PM2.5,,
云浮市,2014/3/29,27,优,,,
南宁市,2014/3/29,71,良,PM10,,
柳州市,2014/3/29,93,良,PM2.5,,
桂林市,2014/3/29,77,良,PM2.5,,
北海市,2014/3/29,52,良,PM10,,
海口市,2014/3/29,34,优,,,
三亚市,2014/3/29,24,优,,,
重庆市,2014/3/29,69,良,PM2.5,,
成都市,2014/3/29,211,重度污染,PM2.5,,
自贡市,2014/3/29,109,轻度污染,PM2.5,,
攀枝花市,2014/3/29,71,良,PM10,,
泸州市,2014/3/29,84,良,PM2.5,,
德阳市,2014/3/29,170,中度污染,PM2.5,,
绵阳市,2014/3/29,115,轻度污染,PM2.5,,
南充市,2014/3/29,145,轻度污染,PM2.5,,
宜宾市,2014/3/29,98,良,PM2.5,,
贵阳市,2014/3/29,61,良,PM10,,
遵义市,2014/3/29,75,良,PM10,,
昆明市,2014/3/29,84,良,PM2.5,,
曲靖市,2014/3/29,83,良,PM2.5,,
玉溪市,2014/3/29,73,良,PM10,,
拉萨市,2014/3/29,61,良,PM10,,
西安市,2014/3/29,223,重度污染,PM10,,
铜川市,2014/3/29,142,轻度污染,PM10,,
宝鸡市,2014/3/29,138,轻度污染,PM10,,
咸阳市,2014/3/29,163,中度污染,PM10,,
渭南市,2014/3/29,184,中度污染,PM10,,
延安市,2014/3/29,89,良,PM10,,
兰州市,2014/3/29,109,轻度污染,PM10,,
嘉峪关市,2014/3/29,75,良,O3,,
金昌市,2014/3/29,72,良,PM10,,
西宁市,2014/3/29,115,轻度污染,PM10,,
银川市,2014/3/29,74,良,PM10,,
石嘴山市,2014/3/29,77,良,PM10,,
乌鲁木齐市,2014/3/29,80,良,PM10,,
克拉玛依市,2014/3/29,51,良,PM10,,
库尔勒市,2014/3/29,161,中度污染,PM10,,
北京市,2014/3/28,169,中度污染,PM2.5,,
天津市,2014/3/28,232,重度污染,PM2.5,,
石家庄市,2014/3/28,248,重度污染,PM2.5,,
唐山市,2014/3/28,242,重度污染,PM2.5,,
秦皇岛市,2014/3/28,128,轻度污染,PM2.5,,
邯郸市,2014/3/28,124,轻度污染,PM10,,
邢台市,2014/3/28,220,重度污染,PM2.5,,
保定市,2014/3/28,190,中度污染,PM2.5,,
承德市,2014/3/28,108,轻度污染,PM10,PM2.5,
沧州市,2014/3/28,138,轻度污染,PM2.5,,
廊坊市,2014/3/28,221,重度污染,PM2.5,,
衡水市,2014/3/28,169,中度污染,PM2.5,,
张家口市,2014/3/28,56,良,PM10,,
太原市,2014/3/28,92,良,PM10,,
大同市,2014/3/28,115,轻度污染,PM10,,
阳泉市,2014/3/28,124,轻度污染,PM10,,
长治市,2014/3/28,66,良,PM10,,
临汾市,2014/3/28,78,良,PM10,,
呼和浩特市,2014/3/28,166,中度污染,PM10,,
包头市,2014/3/28,152,中度污染,PM10,,
赤峰市,2014/3/28,96,良,PM10,,
鄂尔多斯市,2014/3/28,79,良,PM10,,
沈阳市,2014/3/28,122,轻度污染,PM2.5,,
大连市,2014/3/28,70,良,PM2.5,,
鞍山市,2014/3/28,98,良,O3,,
抚顺市,2014/3/28,92,良,PM10,PM2.5,
本溪市,2014/3/28,90,良,PM2.5,,
丹东市,2014/3/28,63,良,PM2.5,,
锦州市,2014/3/28,129,轻度污染,PM2.5,,
营口市,2014/3/28,69,良,PM2.5,,
盘锦市,2014/3/28,100,良,PM2.5,,
葫芦岛市,2014/3/28,108,轻度污染,PM2.5,,
长春市,2014/3/28,138,轻度污染,PM2.5,,
吉林市,2014/3/28,120,轻度污染,PM2.5,,
哈尔滨市,2014/3/28,100,良,PM2.5,,
齐齐哈尔市,2014/3/28,70,良,NO2,,
大庆市,2014/3/28,57,良,PM10,,
牡丹江市,2014/3/28,117,轻度污染,PM2.5,,
上海市,2014/3/28,55,良,PM2.5,,
南京市,2014/3/28,108,轻度污染,PM2.5,,
无锡市,2014/3/28,80,良,NO2,PM2.5,
徐州市,2014/3/28,125,轻度污染,PM2.5,,
常州市,2014/3/28,89,良,PM2.5,,
苏州市,2014/3/28,65,良,PM2.5,,
南通市,2014/3/28,75,良,PM2.5,,
连云港市,2014/3/28,75,良,PM10,,
淮安市,2014/3/28,110,轻度污染,PM2.5,,
盐城市,2014/3/28,82,良,PM2.5,,
扬州市,2014/3/28,94,良,PM10,,
镇江市,2014/3/28,110,轻度污染,PM2.5,,
泰州市,2014/3/28,110,轻度污染,PM2.5,,
宿迁市,2014/3/28,112,轻度污染,PM2.5,,
杭州市,2014/3/28,68,良,NO2,,
宁波市,2014/3/28,48,优,,,
温州市,2014/3/28,117,轻度污染,PM2.5,,
嘉兴市,2014/3/28,63,良,NO2,,
湖州市,2014/3/28,65,良,NO2,PM2.5,
金华市,2014/3/28,60,良,PM2.5,,
衢州市,2014/3/28,75,良,PM2.5,,
舟山市,2014/3/28,41,优,,,
台州市,2014/3/28,113,轻度污染,PM2.5,,
丽水市,2014/3/28,90,良,PM2.5,,
绍兴市,2014/3/28,65,良,O3,,
合肥市,2014/3/28,102,轻度污染,PM2.5,,
芜湖市,2014/3/28,89,良,PM10,PM2.5,
马鞍山市,2014/3/28,98,良,PM2.5,,
福州市,2014/3/28,90,良,PM10,,
厦门市,2014/3/28,80,良,NO2,,
泉州市,2014/3/28,69,良,PM10,,
南昌市,2014/3/28,43,优,,,
九江市,2014/3/28,43,优,,,
济南市,2014/3/28,130,轻度污染,PM2.5,,
青岛市,2014/3/28,79,良,O3,,
淄博市,2014/3/28,115,轻度污染,PM2.5,,
枣庄市,2014/3/28,149,轻度污染,PM2.5,,
东营市,2014/3/28,112,轻度污染,PM10,,
烟台市,2014/3/28,86,良,PM10,,
潍坊市,2014/3/28,82,良,PM10,,
济宁市,2014/3/28,127,轻度污染,PM2.5,,
泰安市,2014/3/28,130,轻度污染,PM2.5,,
威海市,2014/3/28,101,轻度污染,O3,,
日照市,2014/3/28,57,良,O3,,
莱芜市,2014/3/28,143,轻度污染,PM2.5,,
临沂市,2014/3/28,122,轻度污染,PM2.5,,
德州市,2014/3/28,202,重度污染,PM2.5,,
聊城市,2014/3/28,150,轻度污染,PM2.5,,
滨州市,2014/3/28,159,中度污染,PM2.5,,
菏泽市,2014/3/28,134,轻度污染,PM2.5,,
郑州市,2014/3/28,93,良,PM10,,
开封市,2014/3/28,93,良,PM10,,
洛阳市,2014/3/28,93,良,PM10,,
平顶山市,2014/3/28,109,轻度污染,PM10,,
安阳市,2014/3/28,114,轻度污染,PM2.5,,
焦作市,2014/3/28,82,良,PM10,,
三门峡市,2014/3/28,184,中度污染,PM10,,
武汉市,2014/3/28,73,良,PM2.5,,
宜昌市,2014/3/28,139,轻度污染,PM2.5,,
荆州市,2014/3/28,105,轻度污染,PM2.5,,
长沙市,2014/3/28,58,良,PM10,,
株洲市,2014/3/28,58,良,PM2.5,,
湘潭市,2014/3/28,58,良,PM10,,
岳阳市,2014/3/28,202,重度污染,PM10,,
常德市,2014/3/28,67,良,PM2.5,,
张家界市,2014/3/28,62,良,PM2.5,,
广州市,2014/3/28,62,良,NO2,,
韶关市,2014/3/28,73,良,PM2.5,,
深圳市,2014/3/28,40,优,,,
珠海市,2014/3/28,40,优,,,
汕头市,2014/3/28,82,良,PM2.5,,
佛山市,2014/3/28,49,优,,,
江门市,2014/3/28,49,优,,,
湛江市,2014/3/28,31,优,,,
茂名市,2014/3/28,34,优,,,
肇庆市,2014/3/28,70,良,PM2.5,,
惠州市,2014/3/28,46,优,,,
梅州市,2014/3/28,61,良,PM10,,
汕尾市,2014/3/28,60,良,PM2.5,,
河源市,2014/3/28,51,良,PM10,,
阳江市,2014/3/28,28,优,,,
清远市,2014/3/28,95,良,O3,,
东莞市,2014/3/28,63,良,NO2,,
中山市,2014/3/28,38,优,,,
潮州市,2014/3/28,117,轻度污染,PM2.5,,
揭阳市,2014/3/28,92,良,PM2.5,,
云浮市,2014/3/28,31,优,,,
南宁市,2014/3/28,63,良,PM10,,
柳州市,2014/3/28,92,良,PM2.5,,
桂林市,2014/3/28,80,良,PM2.5,,
北海市,2014/3/28,49,优,,,
海口市,2014/3/28,36,优,,,
三亚市,2014/3/28,24,优,,,
重庆市,2014/3/28,95,良,PM2.5,,
成都市,2014/3/28,201,重度污染,PM2.5,,
自贡市,2014/3/28,109,轻度污染,PM2.5,,
攀枝花市,2014/3/28,66,良,PM10,,
泸州市,2014/3/28,100,良,PM2.5,,
德阳市,2014/3/28,246,重度污染,PM2.5,,
绵阳市,2014/3/28,142,轻度污染,PM2.5,,
南充市,2014/3/28,175,中度污染,PM2.5,,
宜宾市,2014/3/28,90,良,PM2.5,,
贵阳市,2014/3/28,58,良,PM10,O3,
遵义市,2014/3/28,69,良,PM2.5,,
昆明市,2014/3/28,65,良,PM10,,
曲靖市,2014/3/28,53,良,PM10,,
玉溪市,2014/3/28,67,良,O3,,
拉萨市,2014/3/28,58,良,PM10,,
西安市,2014/3/28,175,中度污染,PM10,,
铜川市,2014/3/28,245,重度污染,PM10,,
宝鸡市,2014/3/28,136,轻度污染,PM10,,
咸阳市,2014/3/28,143,轻度污染,PM10,,
渭南市,2014/3/28,165,中度污染,PM10,,
延安市,2014/3/28,165,中度污染,PM10,,
兰州市,2014/3/28,101,轻度污染,PM10,,
嘉峪关市,2014/3/28,122,轻度污染,PM10,,
金昌市,2014/3/28,74,良,PM10,,
西宁市,2014/3/28,117,轻度污染,PM10,,
银川市,2014/3/28,72,良,PM10,,
石嘴山市,2014/3/28,67,良,PM10,,
乌鲁木齐市,2014/3/28,74,良,PM10,,
克拉玛依市,2014/3/28,53,良,PM10,,
库尔勒市,2014/3/28,307,严重污染,PM10,,
北京市,2014/3/27,285,重度污染,PM2.5,,
天津市,2014/3/27,215,重度污染,PM2.5,,
石家庄市,2014/3/27,323,严重污染,PM2.5,,
唐山市,2014/3/27,248,重度污染,PM2.5,,
秦皇岛市,2014/3/27,170,中度污染,PM2.5,,
邯郸市,2014/3/27,150,轻度污染,PM2.5,,
邢台市,2014/3/27,217,重度污染,PM2.5,,
保定市,2014/3/27,289,重度污染,PM2.5,,
承德市,2014/3/27,153,中度污染,PM2.5,,
沧州市,2014/3/27,132,轻度污染,PM2.5,,
廊坊市,2014/3/27,227,重度污染,PM2.5,,
衡水市,2014/3/27,170,中度污染,PM2.5,,
张家口市,2014/3/27,93,良,PM10,,
太原市,2014/3/27,124,轻度污染,PM10,,
大同市,2014/3/27,129,轻度污染,PM10,,
阳泉市,2014/3/27,196,中度污染,PM2.5,,
长治市,2014/3/27,95,良,PM10,,
临汾市,2014/3/27,92,良,PM2.5,,
呼和浩特市,2014/3/27,248,重度污染,PM10,,
包头市,2014/3/27,280,重度污染,PM10,,
赤峰市,2014/3/27,113,轻度污染,PM10,,
鄂尔多斯市,2014/3/27,303,严重污染,PM10,,
沈阳市,2014/3/27,228,重度污染,PM2.5,,
大连市,2014/3/27,189,中度污染,PM2.5,,
鞍山市,2014/3/27,266,重度污染,PM2.5,,
抚顺市,2014/3/27,230,重度污染,PM2.5,,
本溪市,2014/3/27,232,重度污染,PM2.5,,
丹东市,2014/3/27,112,轻度污染,PM2.5,,
锦州市,2014/3/27,98,良,PM2.5,,
营口市,2014/3/27,108,轻度污染,PM2.5,,
盘锦市,2014/3/27,90,良,PM2.5,,
葫芦岛市,2014/3/27,95,良,PM2.5,,
长春市,2014/3/27,189,中度污染,PM2.5,,
吉林市,2014/3/27,156,中度污染,PM2.5,,
哈尔滨市,2014/3/27,145,轻度污染,PM2.5,,
齐齐哈尔市,2014/3/27,62,良,PM10,,
大庆市,2014/3/27,84,良,PM2.5,,
牡丹江市,2014/3/27,107,轻度污染,PM2.5,,
上海市,2014/3/27,57,良,NO2,PM2.5,
南京市,2014/3/27,103,轻度污染,PM2.5,,
无锡市,2014/3/27,87,良,PM2.5,,
徐州市,2014/3/27,90,良,PM2.5,,
常州市,2014/3/27,99,良,PM2.5,,
苏州市,2014/3/27,80,良,PM2.5,,
南通市,2014/3/27,75,良,PM2.5,,
连云港市,2014/3/27,99,良,PM2.5,,
淮安市,2014/3/27,92,良,PM2.5,,
盐城市,2014/3/27,72,良,PM2.5,,
扬州市,2014/3/27,110,轻度污染,PM2.5,,
镇江市,2014/3/27,129,轻度污染,PM2.5,,
泰州市,2014/3/27,107,轻度污染,PM2.5,,
宿迁市,2014/3/27,93,良,PM2.5,,
杭州市,2014/3/27,118,轻度污染,PM2.5,,
宁波市,2014/3/27,80,良,PM2.5,,
温州市,2014/3/27,114,轻度污染,PM2.5,,
嘉兴市,2014/3/27,70,良,PM2.5,,
湖州市,2014/3/27,113,轻度污染,PM2.5,,
金华市,2014/3/27,133,轻度污染,PM2.5,,
衢州市,2014/3/27,147,轻度污染,PM2.5,,
舟山市,2014/3/27,48,优,,,
台州市,2014/3/27,105,轻度污染,PM2.5,,
丽水市,2014/3/27,94,良,PM2.5,,
绍兴市,2014/3/27,127,轻度污染,PM2.5,,
合肥市,2014/3/27,129,轻度污染,PM2.5,,
芜湖市,2014/3/27,125,轻度污染,PM2.5,,
马鞍山市,2014/3/27,107,轻度污染,PM2.5,,
福州市,2014/3/27,84,良,PM2.5,,
厦门市,2014/3/27,93,良,O3,,
泉州市,2014/3/27,81,良,PM10,,
南昌市,2014/3/27,59,良,PM10,,
九江市,2014/3/27,73,良,PM10,,
济南市,2014/3/27,104,轻度污染,O3,,
青岛市,2014/3/27,105,轻度污染,PM2.5,,
淄博市,2014/3/27,99,良,PM2.5,,
枣庄市,2014/3/27,125,轻度污染,PM2.5,,
东营市,2014/3/27,231,重度污染,PM2.5,,
烟台市,2014/3/27,225,重度污染,PM2.5,,
潍坊市,2014/3/27,173,中度污染,PM2.5,,
济宁市,2014/3/27,112,轻度污染,PM2.5,,
泰安市,2014/3/27,115,轻度污染,PM2.5,,
威海市,2014/3/27,207,重度污染,PM2.5,,
日照市,2014/3/27,129,轻度污染,PM2.5,,
莱芜市,2014/3/27,104,轻度污染,PM2.5,,
临沂市,2014/3/27,190,中度污染,PM2.5,,
德州市,2014/3/27,158,中度污染,PM2.5,,
聊城市,2014/3/27,123,轻度污染,PM2.5,,
滨州市,2014/3/27,178,中度污染,PM2.5,,
菏泽市,2014/3/27,159,中度污染,O3,,
郑州市,2014/3/27,97,良,PM2.5,,
开封市,2014/3/27,91,良,O3,,
洛阳市,2014/3/27,112,轻度污染,PM2.5,,
平顶山市,2014/3/27,128,轻度污染,PM2.5,,
安阳市,2014/3/27,112,轻度污染,PM2.5,,
焦作市,2014/3/27,117,轻度污染,PM2.5,,
三门峡市,2014/3/27,145,轻度污染,PM2.5,,
武汉市,2014/3/27,90,良,PM10,,
宜昌市,2014/3/27,110,轻度污染,PM2.5,,
荆州市,2014/3/27,105,轻度污染,PM2.5,,
长沙市,2014/3/27,63,良,NO2,PM2.5,
株洲市,2014/3/27,58,良,PM2.5,,
湘潭市,2014/3/27,65,良,PM2.5,,
岳阳市,2014/3/27,86,良,PM10,,
常德市,2014/3/27,80,良,PM2.5,,
张家界市,2014/3/27,73,良,PM2.5,,
广州市,2014/3/27,73,良,NO2,,
韶关市,2014/3/27,123,轻度污染,PM2.5,,
深圳市,2014/3/27,47,优,,,
珠海市,2014/3/27,37,优,,,
汕头市,2014/3/27,65,良,PM2.5,,
佛山市,2014/3/27,53,良,NO2,,
江门市,2014/3/27,45,优,,,
湛江市,2014/3/27,36,优,,,
茂名市,2014/3/27,51,良,PM10,,
肇庆市,2014/3/27,67,良,PM2.5,,
惠州市,2014/3/27,52,良,O3,,
梅州市,2014/3/27,83,良,PM2.5,,
汕尾市,2014/3/27,53,良,PM2.5,,
河源市,2014/3/27,59,良,PM10,PM2.5,
阳江市,2014/3/27,41,优,,,
清远市,2014/3/27,139,轻度污染,PM2.5,,
东莞市,2014/3/27,65,良,NO2,,
中山市,2014/3/27,41,优,,,
潮州市,2014/3/27,64,良,PM2.5,,
揭阳市,2014/3/27,94,良,PM2.5,,
云浮市,2014/3/27,39,优,,,
南宁市,2014/3/27,84,良,PM10,,
柳州市,2014/3/27,178,中度污染,PM2.5,,
桂林市,2014/3/27,124,轻度污染,PM2.5,,
北海市,2014/3/27,56,良,PM10,,
海口市,2014/3/27,35,优,,,
三亚市,2014/3/27,29,优,,,
重庆市,2014/3/27,119,轻度污染,PM2.5,,
成都市,2014/3/27,216,重度污染,PM2.5,,
自贡市,2014/3/27,120,轻度污染,PM2.5,,
攀枝花市,2014/3/27,70,良,PM10,,
泸州市,2014/3/27,130,轻度污染,PM2.5,,
德阳市,2014/3/27,188,中度污染,PM2.5,,
绵阳市,2014/3/27,142,轻度污染,PM2.5,,
南充市,2014/3/27,148,轻度污染,PM2.5,,
宜宾市,2014/3/27,160,中度污染,PM2.5,,
贵阳市,2014/3/27,67,良,PM2.5,,
遵义市,2014/3/27,90,良,PM2.5,,
昆明市,2014/3/27,65,良,PM10,,
曲靖市,2014/3/27,57,良,O3,,
玉溪市,2014/3/27,64,良,PM10,,
拉萨市,2014/3/27,55,良,O3,,
西安市,2014/3/27,105,轻度污染,PM10,,
铜川市,2014/3/27,85,良,PM10,,
宝鸡市,2014/3/27,128,轻度污染,PM10,,
咸阳市,2014/3/27,91,良,PM10,,
渭南市,2014/3/27,99,良,PM10,,
延安市,2014/3/27,142,轻度污染,PM10,,
兰州市,2014/3/27,129,轻度污染,PM10,,
嘉峪关市,2014/3/27,142,轻度污染,PM10,,
金昌市,2014/3/27,248,重度污染,PM10,,
西宁市,2014/3/27,154,中度污染,PM10,,
银川市,2014/3/27,242,重度污染,PM10,,
石嘴山市,2014/3/27,150,轻度污染,PM2.5,,
乌鲁木齐市,2014/3/27,84,良,PM10,,
克拉玛依市,2014/3/27,45,优,,,
库尔勒市,2014/3/27,183,中度污染,PM10,,
北京市,2014/3/26,,严重污染,,,
天津市,2014/3/26,249,重度污染,PM2.5,,
石家庄市,2014/3/26,266,重度污染,PM2.5,,
唐山市,2014/3/26,303,严重污染,PM2.5,,
秦皇岛市,2014/3/26,169,中度污染,PM2.5,,
邯郸市,2014/3/26,241,重度污染,PM2.5,,
邢台市,2014/3/26,308,严重污染,PM10,,
保定市,2014/3/26,313,严重污染,PM10,,
承德市,2014/3/26,205,重度污染,PM2.5,,
沧州市,2014/3/26,224,重度污染,PM2.5,,
廊坊市,2014/3/26,301,严重污染,PM2.5,,
衡水市,2014/3/26,232,重度污染,PM2.5,,
张家口市,2014/3/26,80,良,PM10,,
太原市,2014/3/26,103,轻度污染,PM10,,
大同市,2014/3/26,89,良,PM10,,
阳泉市,2014/3/26,204,重度污染,PM2.5,,
长治市,2014/3/26,104,轻度污染,PM2.5,,
临汾市,2014/3/26,102,轻度污染,PM2.5,,
呼和浩特市,2014/3/26,122,轻度污染,PM10,,
