V2,V3,V4,V5,V6,,
济宁市,2014/11/20,152,中度污染,PM2.5,,
泰安市,2014/11/20,148,轻度污染,PM2.5,,
威海市,2014/11/20,61,良,O3,,
日照市,2014/11/20,188,中度污染,PM2.5,,
莱芜市,2014/11/20,196,中度污染,PM2.5,,
临沂市,2014/11/20,244,重度污染,PM2.5,,
德州市,2014/11/20,257,重度污染,PM2.5,,
聊城市,2014/11/20,210,重度污染,PM2.5,,
滨州市,2014/11/20,159,中度污染,PM2.5,,
菏泽市,2014/11/20,193,中度污染,PM2.5,,
郑州市,2014/11/20,257,重度污染,PM2.5,,
开封市,2014/11/20,129,轻度污染,PM2.5,,
洛阳市,2014/11/20,182,中度污染,PM2.5,,
平顶山市,2014/11/20,166,中度污染,PM2.5,,
安阳市,2014/11/20,265,重度污染,PM2.5,,
焦作市,2014/11/20,286,重度污染,PM2.5,,
三门峡市,2014/11/20,213,重度污染,PM2.5,,
武汉市,2014/11/20,145,轻度污染,PM2.5,,
宜昌市,2014/11/20,175,中度污染,PM2.5,,
荆州市,2014/11/20,176,中度污染,PM2.5,,
长沙市,2014/11/20,118,轻度污染,PM2.5,,
株洲市,2014/11/20,119,轻度污染,PM2.5,,
湘潭市,2014/11/20,119,轻度污染,PM2.5,,
岳阳市,2014/11/20,91,良,PM10,,
常德市,2014/11/20,155,中度污染,PM2.5,,
张家界市,2014/11/20,85,良,PM2.5,,
广州市,2014/11/20,97,良,NO2,PM2.5,
韶关市,2014/11/20,117,轻度污染,PM2.5,,
深圳市,2014/11/20,67,良,PM2.5,,
珠海市,2014/11/20,90,良,PM2.5,,
汕头市,2014/11/20,73,良,O3,,
佛山市,2014/11/20,119,轻度污染,PM2.5,,
江门市,2014/11/20,132,轻度污染,PM2.5,,
湛江市,2014/11/20,88,良,O3,,
茂名市,2014/11/20,100,良,PM2.5,,
肇庆市,2014/11/20,115,轻度污染,PM2.5,,
惠州市,2014/11/20,72,良,O3,,
梅州市,2014/11/20,85,良,PM2.5,,
汕尾市,2014/11/20,68,良,O3,,
河源市,2014/11/20,87,良,PM2.5,,
阳江市,2014/11/20,120,轻度污染,PM2.5,,
清远市,2014/11/20,58,良,PM10,,
东莞市,2014/11/20,94,良,PM2.5,,
中山市,2014/11/20,105,轻度污染,PM2.5,,
潮州市,2014/11/20,85,良,O3,,
揭阳市,2014/11/20,76,良,O3,,
云浮市,2014/11/20,80,良,O3,,
南宁市,2014/11/20,138,轻度污染,PM2.5,,
柳州市,2014/11/20,144,轻度污染,PM2.5,,
桂林市,2014/11/20,159,中度污染,PM2.5,,
北海市,2014/11/20,115,轻度污染,PM2.5,,
海口市,2014/11/20,72,良,PM2.5,,
三亚市,2014/11/20,67,良,O3,,
重庆市,2014/11/20,150,轻度污染,PM2.5,,
成都市,2014/11/20,92,良,PM2.5,,
自贡市,2014/11/20,113,轻度污染,PM2.5,,
攀枝花市,2014/11/20,61,良,PM10,,
泸州市,2014/11/20,72,良,PM2.5,,
德阳市,2014/11/20,72,良,PM2.5,,
绵阳市,2014/11/20,58,良,PM2.5,,
南充市,2014/11/20,94,良,PM2.5,,
宜宾市,2014/11/20,77,良,PM2.5,,
贵阳市,2014/11/20,82,良,PM2.5,,
遵义市,2014/11/20,110,轻度污染,PM2.5,,
昆明市,2014/11/20,66,良,PM10,,
曲靖市,2014/11/20,52,良,PM10,,
玉溪市,2014/11/20,38,优,,,
拉萨市,2014/11/20,58,良,PM10,,
西安市,2014/11/20,162,中度污染,PM2.5,,
铜川市,2014/11/20,125,轻度污染,PM2.5,,
宝鸡市,2014/11/20,80,良,PM10,,
咸阳市,2014/11/20,166,中度污染,PM2.5,,
渭南市,2014/11/20,165,中度污染,PM2.5,,
延安市,2014/11/20,106,轻度污染,PM10,,
兰州市,2014/11/20,100,良,PM10,,
嘉峪关市,2014/11/20,75,良,PM10,,
金昌市,2014/11/20,90,良,PM10,,
西宁市,2014/11/20,134,轻度污染,PM2.5,,
银川市,2014/11/20,94,良,SO2,,
石嘴山市,2014/11/20,92,良,PM10,,
乌鲁木齐市,2014/11/20,67,良,PM10,,
克拉玛依市,2014/11/20,45,优,,,
库尔勒市,2014/11/20,73,良,PM10,,
北京市,2014/11/19,282,重度污染,PM2.5,,
天津市,2014/11/19,186,中度污染,PM2.5,,
石家庄市,2014/11/19,275,重度污染,PM2.5,,
唐山市,2014/11/19,228,重度污染,PM2.5,,
秦皇岛市,2014/11/19,196,中度污染,PM2.5,,
邯郸市,2014/11/19,190,中度污染,PM2.5,,
邢台市,2014/11/19,231,重度污染,PM2.5,,
保定市,2014/11/19,404,严重污染,PM2.5,,
承德市,2014/11/19,117,轻度污染,PM10,,
沧州市,2014/11/19,192,中度污染,PM2.5,,
廊坊市,2014/11/19,331,严重污染,PM2.5,,
衡水市,2014/11/19,160,中度污染,PM2.5,,
张家口市,2014/11/19,104,轻度污染,PM2.5,,
太原市,2014/11/19,227,重度污染,PM2.5,,
大同市,2014/11/19,96,良,SO2,,
阳泉市,2014/11/19,144,轻度污染,PM10,,
长治市,2014/11/19,169,中度污染,PM2.5,,
临汾市,2014/11/19,276,重度污染,PM2.5,,
呼和浩特市,2014/11/19,143,轻度污染,PM10,,
包头市,2014/11/19,176,中度污染,PM2.5,,
赤峰市,2014/11/19,123,轻度污染,PM2.5,,
鄂尔多斯市,2014/11/19,62,良,PM10,,
沈阳市,2014/11/19,144,轻度污染,PM2.5,,
大连市,2014/11/19,114,轻度污染,PM2.5,,
鞍山市,2014/11/19,104,轻度污染,PM2.5,,
抚顺市,2014/11/19,89,良,PM2.5,,
本溪市,2014/11/19,109,轻度污染,PM2.5,,
丹东市,2014/11/19,110,轻度污染,PM2.5,,
锦州市,2014/11/19,125,轻度污染,PM2.5,,
营口市,2014/11/19,65,良,NO2,,
盘锦市,2014/11/19,115,轻度污染,PM2.5,,
葫芦岛市,2014/11/19,115,轻度污染,PM2.5,,
长春市,2014/11/19,160,中度污染,PM2.5,,
吉林市,2014/11/19,115,轻度污染,PM2.5,,
哈尔滨市,2014/11/19,189,中度污染,PM2.5,,
齐齐哈尔市,2014/11/19,168,中度污染,PM2.5,,
大庆市,2014/11/19,61,良,PM10,,
牡丹江市,2014/11/19,145,轻度污染,PM2.5,,
上海市,2014/11/19,73,良,NO2,,
南京市,2014/11/19,117,轻度污染,PM2.5,,
无锡市,2014/11/19,90,良,PM2.5,,
徐州市,2014/11/19,118,轻度污染,PM2.5,,
常州市,2014/11/19,92,良,PM2.5,,
苏州市,2014/11/19,101,轻度污染,NO2,,
南通市,2014/11/19,69,良,NO2,,
连云港市,2014/11/19,78,良,PM10,,
淮安市,2014/11/19,95,良,PM2.5,,
盐城市,2014/11/19,72,良,PM2.5,,
扬州市,2014/11/19,83,良,PM2.5,,
镇江市,2014/11/19,90,良,PM2.5,,
泰州市,2014/11/19,119,轻度污染,PM2.5,,
宿迁市,2014/11/19,102,轻度污染,PM2.5,,
杭州市,2014/11/19,140,轻度污染,PM2.5,,
宁波市,2014/11/19,89,良,NO2,,
温州市,2014/11/19,62,良,NO2,,
嘉兴市,2014/11/19,87,良,NO2,,
湖州市,2014/11/19,120,轻度污染,PM2.5,,
金华市,2014/11/19,104,轻度污染,PM2.5,,
衢州市,2014/11/19,89,良,PM2.5,,
舟山市,2014/11/19,59,良,O3,,
台州市,2014/11/19,60,良,PM2.5,,
丽水市,2014/11/19,79,良,PM2.5,,
绍兴市,2014/11/19,145,轻度污染,PM2.5,,
合肥市,2014/11/19,142,轻度污染,PM2.5,,
芜湖市,2014/11/19,95,良,PM2.5,,
马鞍山市,2014/11/19,110,轻度污染,PM2.5,,
福州市,2014/11/19,56,良,PM10,,
厦门市,2014/11/19,49,优,,,
泉州市,2014/11/19,47,优,,,
南昌市,2014/11/19,93,良,PM2.5,,
九江市,2014/11/19,89,良,PM10,,
济南市,2014/11/19,128,轻度污染,PM2.5,,
青岛市,2014/11/19,92,良,PM2.5,,
淄博市,2014/11/19,172,中度污染,PM2.5,,
枣庄市,2014/11/19,148,轻度污染,PM2.5,,
东营市,2014/11/19,203,重度污染,PM2.5,,
烟台市,2014/11/19,95,良,PM2.5,,
潍坊市,2014/11/19,166,中度污染,PM2.5,,
济宁市,2014/11/19,137,轻度污染,PM2.5,,
泰安市,2014/11/19,179,中度污染,PM2.5,,
威海市,2014/11/19,63,良,PM2.5,,
日照市,2014/11/19,119,轻度污染,PM2.5,,
莱芜市,2014/11/19,173,中度污染,PM2.5,,
临沂市,2014/11/19,176,中度污染,PM2.5,,
德州市,2014/11/19,207,重度污染,PM2.5,,
聊城市,2014/11/19,152,中度污染,PM2.5,,
滨州市,2014/11/19,208,重度污染,PM2.5,,
菏泽市,2014/11/19,143,轻度污染,PM2.5,,
郑州市,2014/11/19,169,中度污染,PM2.5,,
开封市,2014/11/19,142,轻度污染,PM2.5,,
洛阳市,2014/11/19,170,中度污染,PM2.5,,
平顶山市,2014/11/19,148,轻度污染,PM2.5,,
安阳市,2014/11/19,156,中度污染,PM2.5,,
焦作市,2014/11/19,250,重度污染,PM2.5,,
三门峡市,2014/11/19,188,中度污染,PM2.5,,
武汉市,2014/11/19,130,轻度污染,PM2.5,,
宜昌市,2014/11/19,147,轻度污染,PM2.5,,
荆州市,2014/11/19,122,轻度污染,PM2.5,,
长沙市,2014/11/19,112,轻度污染,PM2.5,,
株洲市,2014/11/19,103,轻度污染,PM2.5,,
湘潭市,2014/11/19,108,轻度污染,PM2.5,,
岳阳市,2014/11/19,92,良,PM10,,
常德市,2014/11/19,142,轻度污染,PM2.5,,
张家界市,2014/11/19,82,良,PM2.5,,
广州市,2014/11/19,87,良,PM2.5,,
韶关市,2014/11/19,100,良,PM2.5,,
深圳市,2014/11/19,94,良,PM2.5,,
珠海市,2014/11/19,104,轻度污染,PM2.5,,
汕头市,2014/11/19,72,良,O3,,
佛山市,2014/11/19,92,良,PM2.5,,
江门市,2014/11/19,104,轻度污染,PM2.5,,
湛江市,2014/11/19,82,良,PM2.5,,
茂名市,2014/11/19,90,良,PM2.5,,
肇庆市,2014/11/19,93,良,PM2.5,,
惠州市,2014/11/19,84,良,PM2.5,,
梅州市,2014/11/19,88,良,PM2.5,,
汕尾市,2014/11/19,67,良,O3,,
河源市,2014/11/19,88,良,PM2.5,,
阳江市,2014/11/19,100,良,PM2.5,,
清远市,2014/11/19,55,良,PM10,,
东莞市,2014/11/19,84,良,PM2.5,,
中山市,2014/11/19,102,轻度污染,PM2.5,,
潮州市,2014/11/19,80,良,O3,,
揭阳市,2014/11/19,75,良,O3,,
云浮市,2014/11/19,48,优,,,
南宁市,2014/11/19,104,轻度污染,PM2.5,,
柳州市,2014/11/19,120,轻度污染,PM2.5,,
桂林市,2014/11/19,113,轻度污染,PM2.5,,
北海市,2014/11/19,107,轻度污染,PM2.5,,
海口市,2014/11/19,70,良,PM2.5,,
三亚市,2014/11/19,71,良,O3,,
重庆市,2014/11/19,196,中度污染,PM2.5,,
成都市,2014/11/19,78,良,PM2.5,,
自贡市,2014/11/19,73,良,PM2.5,,
攀枝花市,2014/11/19,60,良,PM10,,
泸州市,2014/11/19,54,良,PM2.5,,
德阳市,2014/11/19,52,良,PM10,,
绵阳市,2014/11/19,51,良,PM10,,
南充市,2014/11/19,88,良,PM2.5,,
宜宾市,2014/11/19,54,良,PM2.5,,
贵阳市,2014/11/19,110,轻度污染,PM2.5,,
遵义市,2014/11/19,88,良,PM10,PM2.5,
昆明市,2014/11/19,57,良,PM10,,
曲靖市,2014/11/19,71,良,PM10,,
玉溪市,2014/11/19,38,优,,,
拉萨市,2014/11/19,60,良,PM10,,
西安市,2014/11/19,176,中度污染,PM2.5,,
铜川市,2014/11/19,162,中度污染,PM2.5,,
宝鸡市,2014/11/19,92,良,PM2.5,,
咸阳市,2014/11/19,172,中度污染,PM2.5,,
渭南市,2014/11/19,168,中度污染,PM2.5,,
延安市,2014/11/19,135,轻度污染,PM2.5,,
兰州市,2014/11/19,114,轻度污染,PM2.5,,
嘉峪关市,2014/11/19,69,良,PM10,,
金昌市,2014/11/19,105,轻度污染,PM10,,
西宁市,2014/11/19,119,轻度污染,PM2.5,,
银川市,2014/11/19,140,轻度污染,PM2.5,,
石嘴山市,2014/11/19,135,轻度污染,PM2.5,,
乌鲁木齐市,2014/11/19,59,良,PM10,,
克拉玛依市,2014/11/19,42,优,,,
库尔勒市,2014/11/19,82,良,PM10,,
北京市,2014/11/18,93,良,NO2,,
天津市,2014/11/18,182,中度污染,PM2.5,,
石家庄市,2014/11/18,133,轻度污染,PM2.5,,
唐山市,2014/11/18,155,中度污染,PM2.5,,
秦皇岛市,2014/11/18,126,轻度污染,PM10,,
邯郸市,2014/11/18,221,重度污染,PM2.5,,
邢台市,2014/11/18,196,中度污染,PM2.5,,
保定市,2014/11/18,283,重度污染,PM2.5,,
承德市,2014/11/18,85,良,PM10,,
沧州市,2014/11/18,115,轻度污染,PM2.5,,
廊坊市,2014/11/18,175,中度污染,PM2.5,,
衡水市,2014/11/18,147,轻度污染,PM2.5,,
张家口市,2014/11/18,72,良,PM10,,
太原市,2014/11/18,166,中度污染,PM2.5,,
大同市,2014/11/18,82,良,PM2.5,,
阳泉市,2014/11/18,130,轻度污染,PM10,,
长治市,2014/11/18,183,中度污染,PM2.5,,
临汾市,2014/11/18,178,中度污染,PM2.5,,
呼和浩特市,2014/11/18,118,轻度污染,PM2.5,,
包头市,2014/11/18,156,中度污染,PM2.5,,
赤峰市,2014/11/18,99,良,PM10,,
鄂尔多斯市,2014/11/18,67,良,NO2,,
沈阳市,2014/11/18,196,中度污染,PM2.5,,
大连市,2014/11/18,75,良,PM2.5,,
鞍山市,2014/11/18,113,轻度污染,PM2.5,,
抚顺市,2014/11/18,98,良,PM2.5,,
本溪市,2014/11/18,142,轻度污染,PM2.5,,
丹东市,2014/11/18,120,轻度污染,PM2.5,,
锦州市,2014/11/18,123,轻度污染,PM2.5,,
营口市,2014/11/18,74,良,NO2,,
盘锦市,2014/11/18,122,轻度污染,PM2.5,,
葫芦岛市,2014/11/18,123,轻度污染,PM2.5,,
长春市,2014/11/18,162,中度污染,PM2.5,,
吉林市,2014/11/18,132,轻度污染,PM2.5,,
哈尔滨市,2014/11/18,199,中度污染,PM2.5,,
齐齐哈尔市,2014/11/18,98,良,PM2.5,,
大庆市,2014/11/18,36,优,,,
牡丹江市,2014/11/18,129,轻度污染,PM2.5,,
上海市,2014/11/18,82,良,PM2.5,,
南京市,2014/11/18,98,良,PM2.5,,
无锡市,2014/11/18,114,轻度污染,PM2.5,,
徐州市,2014/11/18,106,轻度污染,PM10,,
常州市,2014/11/18,89,良,PM2.5,,
苏州市,2014/11/18,110,轻度污染,PM2.5,,
南通市,2014/11/18,75,良,PM2.5,,
连云港市,2014/11/18,114,轻度污染,PM10,,
淮安市,2014/11/18,124,轻度污染,PM2.5,,
盐城市,2014/11/18,85,良,PM2.5,,
扬州市,2014/11/18,75,良,PM10,,
镇江市,2014/11/18,86,良,PM10,,
泰州市,2014/11/18,99,良,PM2.5,,
宿迁市,2014/11/18,145,轻度污染,PM2.5,,
杭州市,2014/11/18,115,轻度污染,PM2.5,,
宁波市,2014/11/18,79,良,PM2.5,,
温州市,2014/11/18,114,轻度污染,PM2.5,,
嘉兴市,2014/11/18,85,良,PM2.5,,
湖州市,2014/11/18,109,轻度污染,PM2.5,,
金华市,2014/11/18,100,良,PM2.5,,
衢州市,2014/11/18,97,良,PM2.5,,
舟山市,2014/11/18,61,良,O3,,
台州市,2014/11/18,98,良,PM2.5,,
丽水市,2014/11/18,113,轻度污染,PM2.5,,
绍兴市,2014/11/18,133,轻度污染,PM2.5,,
合肥市,2014/11/18,108,轻度污染,PM2.5,,
芜湖市,2014/11/18,73,良,PM2.5,,
马鞍山市,2014/11/18,69,良,NO2,,
福州市,2014/11/18,69,良,PM2.5,,
厦门市,2014/11/18,75,良,PM2.5,,
泉州市,2014/11/18,67,良,PM2.5,,
南昌市,2014/11/18,67,良,PM2.5,,
九江市,2014/11/18,68,良,PM10,,
济南市,2014/11/18,107,轻度污染,PM10,,
青岛市,2014/11/18,104,轻度污染,PM2.5,,
淄博市,2014/11/18,166,中度污染,PM2.5,,
枣庄市,2014/11/18,143,轻度污染,PM2.5,,
东营市,2014/11/18,158,中度污染,PM2.5,,
烟台市,2014/11/18,104,轻度污染,PM2.5,,
潍坊市,2014/11/18,129,轻度污染,PM2.5,,
济宁市,2014/11/18,128,轻度污染,PM2.5,,
泰安市,2014/11/18,163,中度污染,PM2.5,,
威海市,2014/11/18,77,良,O3,,
日照市,2014/11/18,97,良,PM2.5,,
莱芜市,2014/11/18,115,轻度污染,PM2.5,,
临沂市,2014/11/18,155,中度污染,PM2.5,,
德州市,2014/11/18,168,中度污染,PM2.5,,
聊城市,2014/11/18,163,中度污染,PM2.5,,
滨州市,2014/11/18,110,轻度污染,PM2.5,,
菏泽市,2014/11/18,130,轻度污染,PM2.5,,
郑州市,2014/11/18,198,中度污染,PM2.5,,
开封市,2014/11/18,140,轻度污染,PM2.5,,
洛阳市,2014/11/18,169,中度污染,PM2.5,,
平顶山市,2014/11/18,180,中度污染,PM2.5,,
安阳市,2014/11/18,178,中度污染,PM2.5,,
焦作市,2014/11/18,199,中度污染,PM2.5,,
三门峡市,2014/11/18,128,轻度污染,PM2.5,,
武汉市,2014/11/18,109,轻度污染,PM2.5,,
宜昌市,2014/11/18,130,轻度污染,PM2.5,,
荆州市,2014/11/18,109,轻度污染,PM2.5,,
长沙市,2014/11/18,128,轻度污染,PM2.5,,
株洲市,2014/11/18,94,良,PM2.5,,
湘潭市,2014/11/18,130,轻度污染,PM2.5,,
岳阳市,2014/11/18,98,良,PM10,,
常德市,2014/11/18,95,良,PM2.5,,
张家界市,2014/11/18,87,良,PM2.5,,
广州市,2014/11/18,77,良,PM2.5,,
韶关市,2014/11/18,93,良,PM2.5,,
深圳市,2014/11/18,94,良,PM2.5,,
珠海市,2014/11/18,89,良,PM2.5,,
汕头市,2014/11/18,84,良,O3,,
佛山市,2014/11/18,80,良,PM2.5,,
江门市,2014/11/18,83,良,PM2.5,,
湛江市,2014/11/18,90,良,PM2.5,,
茂名市,2014/11/18,94,良,PM2.5,,
肇庆市,2014/11/18,85,良,PM2.5,,
惠州市,2014/11/18,82,良,PM2.5,,
梅州市,2014/11/18,97,良,PM2.5,,
汕尾市,2014/11/18,79,良,PM2.5,,
河源市,2014/11/18,89,良,PM2.5,,
阳江市,2014/11/18,88,良,PM2.5,,
清远市,2014/11/18,47,优,,,
东莞市,2014/11/18,73,良,PM2.5,,
中山市,2014/11/18,84,良,PM2.5,,
潮州市,2014/11/18,100,良,O3,,
揭阳市,2014/11/18,73,良,PM2.5,,
云浮市,2014/11/18,50,优,,,
南宁市,2014/11/18,68,良,PM10,,
柳州市,2014/11/18,103,轻度污染,PM2.5,,
桂林市,2014/11/18,94,良,PM2.5,,
北海市,2014/11/18,87,良,PM2.5,,
海口市,2014/11/18,69,良,PM2.5,,
三亚市,2014/11/18,60,良,PM2.5,,
重庆市,2014/11/18,134,轻度污染,PM2.5,,
成都市,2014/11/18,83,良,PM2.5,,
自贡市,2014/11/18,59,良,PM2.5,,
攀枝花市,2014/11/18,53,良,PM10,,
泸州市,2014/11/18,48,优,,,
德阳市,2014/11/18,44,优,,,
绵阳市,2014/11/18,44,优,,,
南充市,2014/11/18,82,良,PM2.5,,
宜宾市,2014/11/18,54,良,PM10,PM2.5,
贵阳市,2014/11/18,64,良,PM2.5,,
遵义市,2014/11/18,69,良,PM2.5,,
昆明市,2014/11/18,52,良,PM10,,
曲靖市,2014/11/18,46,优,,,
玉溪市,2014/11/18,36,优,,,
拉萨市,2014/11/18,58,良,PM10,,
西安市,2014/11/18,206,重度污染,PM2.5,,
铜川市,2014/11/18,125,轻度污染,PM2.5,,
宝鸡市,2014/11/18,148,轻度污染,PM2.5,,
咸阳市,2014/11/18,185,中度污染,PM2.5,,
渭南市,2014/11/18,132,轻度污染,PM2.5,,
延安市,2014/11/18,113,轻度污染,PM10,,
兰州市,2014/11/18,119,轻度污染,PM2.5,,
嘉峪关市,2014/11/18,68,良,PM10,,
金昌市,2014/11/18,84,良,PM2.5,,
西宁市,2014/11/18,143,轻度污染,PM2.5,,
银川市,2014/11/18,168,中度污染,PM2.5,,
石嘴山市,2014/11/18,112,轻度污染,PM10,,
乌鲁木齐市,2014/11/18,73,良,PM10,,
克拉玛依市,2014/11/18,70,良,PM2.5,,
库尔勒市,2014/11/18,79,良,PM10,,
北京市,2014/11/17,64,良,NO2,,
天津市,2014/11/17,70,良,NO2,,
石家庄市,2014/11/17,68,良,PM10,,
唐山市,2014/11/17,117,轻度污染,PM2.5,,
秦皇岛市,2014/11/17,87,良,NO2,PM10,
邯郸市,2014/11/17,115,轻度污染,PM2.5,,
邢台市,2014/11/17,90,良,PM10,,
保定市,2014/11/17,139,轻度污染,PM2.5,,
承德市,2014/11/17,60,良,PM10,,
沧州市,2014/11/17,79,良,PM2.5,,
廊坊市,2014/11/17,67,良,NO2,,
衡水市,2014/11/17,91,良,PM10,,
张家口市,2014/11/17,58,良,PM10,,
太原市,2014/11/17,107,轻度污染,PM2.5,,
大同市,2014/11/17,67,良,PM10,,
阳泉市,2014/11/17,103,轻度污染,SO2,,
长治市,2014/11/17,113,轻度污染,PM2.5,,
临汾市,2014/11/17,102,轻度污染,SO2,,
呼和浩特市,2014/11/17,80,良,PM10,,
包头市,2014/11/17,116,轻度污染,PM10,,
赤峰市,2014/11/17,95,良,PM10,,
鄂尔多斯市,2014/11/17,54,良,NO2,,
沈阳市,2014/11/17,188,中度污染,PM2.5,,
大连市,2014/11/17,120,轻度污染,PM2.5,,
鞍山市,2014/11/17,216,重度污染,PM2.5,,
抚顺市,2014/11/17,107,轻度污染,PM2.5,,
本溪市,2014/11/17,155,中度污染,PM2.5,,
丹东市,2014/11/17,62,良,PM2.5,,
锦州市,2014/11/17,176,中度污染,PM2.5,,
营口市,2014/11/17,78,良,PM2.5,,
盘锦市,2014/11/17,134,轻度污染,PM2.5,,
葫芦岛市,2014/11/17,162,中度污染,PM2.5,,
长春市,2014/11/17,153,中度污染,PM2.5,,
吉林市,2014/11/17,223,重度污染,PM2.5,,
哈尔滨市,2014/11/17,218,重度污染,PM2.5,,
齐齐哈尔市,2014/11/17,100,良,PM2.5,,
大庆市,2014/11/17,57,良,PM2.5,,
牡丹江市,2014/11/17,129,轻度污染,PM2.5,,
上海市,2014/11/17,153,中度污染,PM2.5,,
南京市,2014/11/17,122,轻度污染,PM2.5,,
无锡市,2014/11/17,162,中度污染,PM2.5,,
徐州市,2014/11/17,87,良,PM10,,
常州市,2014/11/17,118,轻度污染,PM2.5,,
苏州市,2014/11/17,165,中度污染,PM2.5,,
南通市,2014/11/17,139,轻度污染,PM2.5,,
连云港市,2014/11/17,98,良,PM10,PM2.5,
淮安市,2014/11/17,112,轻度污染,PM2.5,,
盐城市,2014/11/17,133,轻度污染,PM2.5,,
扬州市,2014/11/17,98,良,PM2.5,,
镇江市,2014/11/17,113,轻度污染,PM2.5,,
泰州市,2014/11/17,142,轻度污染,PM2.5,,
宿迁市,2014/11/17,90,良,PM2.5,,
杭州市,2014/11/17,144,轻度污染,PM2.5,,
宁波市,2014/11/17,144,轻度污染,PM2.5,,
温州市,2014/11/17,92,良,PM2.5,,
嘉兴市,2014/11/17,143,轻度污染,PM2.5,,
湖州市,2014/11/17,149,轻度污染,PM2.5,,
金华市,2014/11/17,110,轻度污染,PM2.5,,
衢州市,2014/11/17,94,良,PM2.5,,
舟山市,2014/11/17,77,良,PM2.5,,
台州市,2014/11/17,104,轻度污染,PM2.5,,
丽水市,2014/11/17,109,轻度污染,PM2.5,,
绍兴市,2014/11/17,168,中度污染,PM2.5,,
合肥市,2014/11/17,134,轻度污染,PM2.5,,
芜湖市,2014/11/17,85,良,PM2.5,,
马鞍山市,2014/11/17,88,良,PM2.5,,
福州市,2014/11/17,55,良,PM10,,
厦门市,2014/11/17,52,良,PM10,,
泉州市,2014/11/17,51,良,PM10,,
南昌市,2014/11/17,84,良,PM2.5,,
九江市,2014/11/17,87,良,PM2.5,,
济南市,2014/11/17,106,轻度污染,PM10,,
青岛市,2014/11/17,159,中度污染,PM2.5,,
淄博市,2014/11/17,125,轻度污染,PM2.5,,
枣庄市,2014/11/17,112,轻度污染,PM2.5,,
东营市,2014/11/17,75,良,PM2.5,,
烟台市,2014/11/17,77,良,PM2.5,,
潍坊市,2014/11/17,114,轻度污染,PM2.5,,
济宁市,2014/11/17,100,良,PM10,,
泰安市,2014/11/17,96,良,PM10,,
威海市,2014/11/17,60,良,PM2.5,,
日照市,2014/11/17,84,良,PM2.5,,
莱芜市,2014/11/17,113,轻度污染,PM2.5,,
临沂市,2014/11/17,124,轻度污染,PM2.5,,
德州市,2014/11/17,110,轻度污染,PM2.5,,
聊城市,2014/11/17,117,轻度污染,PM2.5,,
滨州市,2014/11/17,69,良,PM10,,
菏泽市,2014/11/17,160,中度污染,PM2.5,,
郑州市,2014/11/17,203,重度污染,PM2.5,,
开封市,2014/11/17,159,中度污染,PM2.5,,
洛阳市,2014/11/17,134,轻度污染,PM2.5,,
平顶山市,2014/11/17,169,中度污染,PM2.5,,
安阳市,2014/11/17,130,轻度污染,PM2.5,,
焦作市,2014/11/17,143,轻度污染,PM2.5,,
三门峡市,2014/11/17,103,轻度污染,PM2.5,,
武汉市,2014/11/17,130,轻度污染,PM2.5,,
宜昌市,2014/11/17,108,轻度污染,PM2.5,,
荆州市,2014/11/17,114,轻度污染,PM2.5,,
长沙市,2014/11/17,127,轻度污染,PM2.5,,
株洲市,2014/11/17,105,轻度污染,PM2.5,,
湘潭市,2014/11/17,123,轻度污染,PM2.5,,
岳阳市,2014/11/17,106,轻度污染,PM10,,
常德市,2014/11/17,92,良,PM2.5,,
张家界市,2014/11/17,94,良,PM2.5,,
广州市,2014/11/17,70,良,PM2.5,,
韶关市,2014/11/17,88,良,PM2.5,,
深圳市,2014/11/17,79,良,PM2.5,,
珠海市,2014/11/17,83,良,PM2.5,,
汕头市,2014/11/17,65,良,PM2.5,,
佛山市,2014/11/17,74,良,PM2.5,,
江门市,2014/11/17,83,良,PM2.5,,
湛江市,2014/11/17,83,良,PM2.5,,
茂名市,2014/11/17,88,良,PM2.5,,
肇庆市,2014/11/17,88,良,PM2.5,,
惠州市,2014/11/17,73,良,PM2.5,,
梅州市,2014/11/17,83,良,PM2.5,,
汕尾市,2014/11/17,68,良,PM2.5,,
河源市,2014/11/17,69,良,PM2.5,,
阳江市,2014/11/17,85,良,PM2.5,,
清远市,2014/11/17,49,优,,,
东莞市,2014/11/17,69,良,PM2.5,,
中山市,2014/11/17,75,良,PM2.5,,
潮州市,2014/11/17,54,良,PM2.5,,
揭阳市,2014/11/17,57,良,PM2.5,,
云浮市,2014/11/17,45,优,,,
南宁市,2014/11/17,72,良,PM2.5,,
柳州市,2014/11/17,94,良,PM2.5,,
桂林市,2014/11/17,95,良,PM2.5,,
北海市,2014/11/17,87,良,PM2.5,,
海口市,2014/11/17,69,良,PM2.5,,
三亚市,2014/11/17,71,良,O3,,
重庆市,2014/11/17,144,轻度污染,PM2.5,,
成都市,2014/11/17,62,良,NO2,,
自贡市,2014/11/17,55,良,PM2.5,,
攀枝花市,2014/11/17,58,良,PM10,,
泸州市,2014/11/17,37,优,,,
德阳市,2014/11/17,40,优,,,
绵阳市,2014/11/17,47,优,,,
南充市,2014/11/17,82,良,PM2.5,,
